meanx	meany	tvalue	fd	pvalue	adjp
ABCC3	0.929712170018349	3.16843133072222	-4.37659645567281	3.4079701577529	2.23160589162958e-05	0.000334302191987963
ABCC8	10.6517398275138	4.39752361170833	5.83662001541649	0.412845571044591	3.89348643023832e-08	3.046479315303e-06
ACE	0.58960530593578	1.39179067620833	-5.3143384631657	2.36054638958749	4.23223632532122e-07	1.71698796019282e-05
ACMSD	0.0640823418073394	0.130611262972222	-2.4629690476372	2.03817868212274	0.0149110200737386	0.0476039068911505
ACOT12	0.04295952	0.117758292819444	-3.11230612756172	2.74114545086734	0.0022362249141591	0.0112530330377452
ACTA2	1.01671613105505	2.28821947588889	-3.93474158685797	2.25059818173083	0.00013350848730968	0.00130072443417274
ACTG2	0.269638572550459	1.55160103272222	-3.72962421249417	5.75437341195635	0.000276115614610093	0.00224091746221372
ACTN1	0.593330086678899	1.56845415280556	-5.55386735140577	2.64347652010167	1.48503453222652e-07	8.15931042204832e-06
ADAM12	0.376545512614679	1.38376300775	-6.23005221540321	3.67488912068383	7.01552214609777e-09	9.38634020264547e-07
ADAM19	1.31988188021101	2.96415068280556	-5.40309557257203	2.24576966109397	4.03373815328407e-07	1.67137892701205e-05
ADAM6	0.121001597522936	0.0494688407083333	3.29752814955277	0.408827996663073	0.00121136620319235	0.00701407844180786
ADAMTS1	3.46096695140367	7.27141827744444	-4.68978930797506	2.10097882457253	6.75619372291864e-06	0.00013753287733054
ADAMTS2	0.362110664550459	1.01934371040278	-2.83718931975819	2.81500604702775	0.00551441329721568	0.0226411752070824
ADAMTS3	0.367583587146789	1.41710154202778	-4.05720402001983	3.85518176430951	8.47154604395085e-05	0.000930914028290449
ADAMTS7	0.484718244192661	1.14885760672222	-5.46590849034441	2.3701554882378	2.30551542140153e-07	1.10908128591831e-05
ADCYAP1R1	0.605624423477064	0.287516354097222	4.83182417524803	0.474743657870513	3.17163356845704e-06	7.82946782455585e-05
AEBP1	23.5752893899725	55.2666194629722	-3.17266496752926	2.34426049024363	0.00189118657506337	0.00986735556620527
AGXT2L1	0.204366964678899	0.0910923421111111	5.45588095318096	0.445729290221809	2.54430788112155e-07	1.19235519338014e-05
AIM1	0.417833981366972	1.07016593136111	-4.730270898327	2.56122282792795	5.79632982900154e-06	0.000122844344513797
AKNAD1	0.073472138146789	0.184688093	-4.48518495987529	2.51371605153254	1.44447502768937e-05	0.000241808154826281
AKR1B10	0.0958235686422018	0.204832526666667	-2.65371786222492	2.13760069228371	0.00881722493939606	0.0320821053586869
ALDOC	544.942866341101	261.370115087778	7.38751782200874	0.479628473426379	3.1136350108318e-11	3.23489835513268e-08
ALOX5AP	0.015702728853211	0.0452608776388889	-3.85982947185409	2.88235745913893	0.000173642074755698	0.00158042221523698
ALPK2	0.25325726959633	0.782913940222222	-4.46591011130192	3.09137795519204	1.55249086882036e-05	0.000254780032376539
ANGPT2	0.0507792868807339	0.13677890375	-5.451838546925	2.69359638844977	1.93202609314221e-07	9.75868049985693e-06
ANKRD1	0.104988862844037	0.635735904805556	-4.79490879160167	6.05526993610699	3.71867686569275e-06	8.85167710279767e-05
ANKRD20A12P	0.871135395091743	2.43492763051389	-4.17426453378454	2.79511961542724	5.40247179928147e-05	0.000659854517254399
ANKRD53	0.0331291071926606	0.0810302033611111	-3.33009146621326	2.44589155058977	0.00109536447808853	0.0064947405979221
ANKUB1	0.141713180348624	0.291632531694444	-2.76114942917783	2.05790690024039	0.00647535156307363	0.0254640984621924
ANO1	0.161367690577982	0.331434817013889	-2.72445517771291	2.05391064237684	0.00732552266749112	0.02802148314996
ANPEP	0.844907688009174	1.79783246809722	-3.49538755952285	2.12784484460473	0.000672520686325674	0.00447504558436982
ANXA1	32.2386407860275	114.203322535514	-6.58464712029765	3.54243602556006	8.87091759581838e-10	2.35619158202958e-07
ANXA2	0.158903457954128	0.521511221402778	-5.63334828435648	3.28193752431319	7.23974769994631e-08	4.80647946730905e-06
APCDD1L	0.048997833733945	0.390617479569444	-5.01807183635419	7.97213774164939	1.53239454009823e-06	4.49887422182609e-05
APOL4	0.0843031925779816	0.296237713194444	-6.08840251755464	3.51395604526389	8.18806484351558e-09	1.0253563246388e-06
AQP1	11.8850125174679	26.4830413725833	-3.4151149250897	2.22827206396797	0.000796802301428739	0.00512497392188679
AQP5	0.308017118330275	1.21214256658333	-2.55914008267188	3.9353090930602	0.0116087669323018	0.0393106273486753
ARAP3	1.71379526788991	4.37657576320833	-5.51122910263637	2.55373313557864	2.75106616751512e-07	1.26224965230465e-05
AREG	0.13434534887156	0.596588071861111	-3.54432743870627	4.44070506997214	0.000535003001222105	0.0037299115363643
ARHGAP11A	0.006051774	0.0144118309305556	-3.99873571892848	2.38142252677571	0.000101302497853845	0.00106065046588073
ARHGAP11B	0.0803216854587156	0.208294085791667	-6.28107145088101	2.59324844345712	2.49928500190637e-09	5.03505381935781e-07
ARHGEF19	0.400655112678899	0.819267143291667	-6.44881608767616	2.04481889127485	1.95612770105902e-09	4.33987977423562e-07
ARL4C	0.818990320110092	1.95810988119444	-6.14733913977923	2.39088281401327	8.5198208355549e-09	1.04424405443896e-06
ARL9	0.266956958944954	0.603949851388889	-2.50620300508316	2.26234915836534	0.0132380475932071	0.0435888146094574
ARNTL	0.152386335275229	0.677225246152778	-2.95838776346499	4.44413368777208	0.00370465332776769	0.0166619088724106
ARNTL2	0.00349501511926605	0.00805009372222222	-3.9254021830286	2.30330726692614	0.000135913016876209	0.0013190185198169
ARSJ	0.743727308293578	1.70188423844444	-3.46308736323896	2.28831753179708	0.000750574675995867	0.00486873513922264
ASB5	0.36476857587156	0.773414908027778	-4.41782073416151	2.1202892989886	1.86424456615615e-05	0.000290958277034897
ASF1B	1.55859904376147	4.45628618604167	-6.38864756467751	2.85916137564606	2.86463695947177e-09	5.34132893496401e-07
ASPM	0.236871364247706	0.856212052208333	-6.80243003958955	3.61467100477775	2.67403156157761e-10	1.11964718248399e-07
ATP2A3	0.0157735392752294	0.0330019655555556	-3.72752836182302	2.09223592623766	0.000270230475699743	0.00220392405556833
ATP2B3	0.0682016577247706	0.032982935375	2.96706682724783	0.483608998304754	0.00348625699850167	0.0158217572275346
ATP6V0D2	0.0786993020183486	0.260012875083333	-2.98793859003285	3.30387777801017	0.0032986525056957	0.0151760796177102
AURKA	0.0473669224495413	0.109903746069444	-5.66569803583495	2.32026360138812	5.94049295379318e-08	4.16476080004533e-06
AVIL	1.24967869623853	4.01025157088889	-5.00513189646576	3.20902611444009	2.17173717222275e-06	5.94750584649189e-05
BACE2	0.120130339587156	0.265347121625	-5.04029182010086	2.20882686702544	1.48354630658908e-06	4.37746062551968e-05
BARX1	0.0936683900458716	1.05047340984722	-4.57889524115514	11.2148122683947	9.99485403671803e-06	0.000182811205367308
BCAT1	0.025977319587156	0.0690992005138889	-3.07891854205425	2.6599819231563	0.00250795790790796	0.0123195215046654
BCL2A1	0.226475413366972	0.469493943569444	-5.01051468091309	2.07304597258288	1.29950696070208e-06	3.95857712055244e-05
BCL3	2.12608477134862	4.40769399823611	-4.46997861686664	2.07315063709346	1.74185763037108e-05	0.000277037556148039
BCYRN1	828.504792266046	394.912780576889	2.82193561656376	0.476657207373251	0.00540033469904043	0.0222983303795809
BDKRB2	0.275481650073394	0.866559615291667	-6.02115382740301	3.14561646868601	1.06649242850131e-08	1.24616085295616e-06
BGN	21.4078547385505	55.807648824125	-5.75340728403966	2.60687721893164	6.35036502108289e-08	4.36481755782431e-06
BIRC5	0.103396159770642	0.366668096444444	-5.69513272679284	3.54624482435134	6.09387198209607e-08	4.23838469167451e-06
BMP5	0.0774496081009174	0.169198988694444	-2.47761821866119	2.18463324532226	0.0143661233032677	0.0463454892575691
BRCA2	0.26967924293578	0.580936098041667	-6.15402442824199	2.15417431359375	7.52431365191002e-09	9.84168995350947e-07
BRIP1	0.399782213165138	0.933752787041667	-6.46286710998066	2.33565365414584	2.9970275179019e-09	5.47176055273611e-07
BST1	1.15514475375229	2.39037347427778	-6.27328186643446	2.06932807902477	4.6764040736007e-09	7.12724645199995e-07
BUB1B	1.06478073931193	3.32325332377778	-6.03317384901168	3.12106821722311	1.62670538046867e-08	1.6207916825663e-06
C10orf10	11.9900291940183	24.4586290076389	-4.72782240035069	2.03991404957053	5.81430227752301e-06	0.00012307642031177
C11orf63	0.381729746192661	0.791837750513889	-3.76603410706829	2.07434122808508	0.000235636889444477	0.00199710239907802
C11orf82	0.645090403917431	1.581629462875	-6.61808375942262	2.45179505580964	8.87251922256815e-10	2.35619158202958e-07
C11orf87	2.79510825519266	1.37680874406944	2.63528348147887	0.492577967780552	0.00932646674800902	0.033463435741909
C11orf92	1.11834096182569	0.475862967652778	3.50980799603681	0.42550794784082	0.00058277585352661	0.00398063615929887
C12orf50	0.0441000714954128	0.164903916944444	-2.74021780196042	3.73931178233117	0.00691536787427209	0.0267031620912904
C15orf48	0.0340650366055046	0.0730364756666667	-4.2838295873512	2.1440304471848	3.43671151780877e-05	0.000468028304371673
C19orf59	0.0724494852385321	0.206631157333333	-2.7414457400364	2.85207212519209	0.00685759952233215	0.0265502864651901
C1orf158	0.621999308321101	1.48594202947222	-3.07009111293856	2.38897698050995	0.00253091719580781	0.012384444860954
C1QL3	3.21279264980734	1.36600689226389	2.58834859352347	0.425177420754434	0.010531137367387	0.0365648265923518
C1R	28.1173672837615	61.1017393970694	-4.57078089963031	2.17309603635463	1.06560923043702e-05	0.00019214951627438
C1RL	2.94301461494495	6.00228978011111	-4.4378640371268	2.03950389836014	1.89382834526996e-05	0.000294265331627186
C2	0.010703068853211	0.0261166713888889	-3.02709936541992	2.44011056520987	0.00294461511600633	0.0139411856127074
C2CD4A	0.050944322440367	0.193397919291667	-3.46226100604768	3.79626050612508	0.000690534161032562	0.00456525461097529
C2orf48	0.118202304669725	0.322685183180556	-4.5014549708222	2.72993986100514	1.24465562696914e-05	0.000215564023457393
C2orf66	0.206903326110092	0.431654301902778	-4.95908467849992	2.08626081570626	1.95993634777942e-06	5.47875667743698e-05
C3orf36	0.0333314242477064	0.06687684675	-2.49062669983207	2.00642031534557	0.0138478847666402	0.0451389020466622
C6orf123	0.0720842007798165	0.190909097083333	-4.61922434572487	2.64841803083135	7.38432603364526e-06	0.000146639372289329
C6orf141	0.254537970119266	0.721690821597222	-2.87717144732031	2.83529730852755	0.00455817002398456	0.0196485602583319
C7orf29	0.295673363825688	0.594354665833333	-3.33693720351598	2.01017317942691	0.00106882685572329	0.00637347632164824
C7orf57	0.129689548082569	0.359860336083333	-4.28300354707727	2.77478286726871	3.31503299627143e-05	0.000454636802235128
C8orf4	9.45835930614679	19.00913755375	-5.09534155491124	2.00977113878475	1.11834808135835e-06	3.58997927142266e-05
CA3	0.790539914779817	12.0079261044028	-5.75871412877462	15.1895253862637	6.420584126535e-08	4.37873844302642e-06
CABP1	1.90598370386239	0.921190609666667	4.49285472963104	0.483315050280817	1.58105481299813e-05	0.000257778118208541
CACNB2	0.136633517541284	0.0547281129861111	2.98185029205577	0.400546761665378	0.00333281805340181	0.0152957062115668
CALCB	0.0931743333577982	0.230849447791667	-2.77840509083011	2.47760772170146	0.00613632142609369	0.0245159119295975
CALN1	0.0871268345504587	0.03889771275	4.84820845876294	0.446449282252677	3.17130999383877e-06	7.82946782455585e-05
CAMK2A	1.29270171190826	0.580398110958333	2.56630360649796	0.448980693389477	0.0111734293802294	0.0382493548334531
CAPN6	0.031887904	0.0751510839305556	-3.0219156168089	2.35672698746696	0.00296427296226932	0.0140228912846679
CARD16	0.827429219614679	1.90607989063889	-5.51134259859904	2.30361684776677	1.60426138559603e-07	8.5725272272383e-06
CASC5	0.00261965533944954	0.00766979555555556	-3.70689524563521	2.92778803381333	0.000311822057467044	0.00247187028549293
